,id,name,neighbourhood_cleansed,latitude,longitude,property_type,accommodates,beds,price,number_of_reviews,review_scores_rating,geometry,restaurant,nightclub,suppermarket,park,trainstation,busstop,bicycle_rental,city_center,Wijkcode,Wijk,culture_to,public_gre,Safety_ind
631,13001861,Stylish green apartment near the beautiful Jordaan,Bos en Lommer,52.37732,4.86135,Entire rental unit,4,2.0,200.0,58,4.91,POINT (119193.07610722723 487846.60261243506),127.15774534127324,407.6010847423332,291.0118589730465,218.52257341952503,1595.352968830923,105.38638783511745,340.65757037153946,2170.0733519041983,EE,Landlust,17.0,9.36,104.0
632,13428614,"Beautiful, spacious 2 bed apt close to city center",Bos en Lommer,52.3779,4.86199,Entire rental unit,3,2.0,150.0,40,5.0,POINT (119237.1227017477 487910.81908202125),176.20561579619869,392.438291654547,362.4116855321814,252.86826329287092,1629.5712727639118,39.26131247863195,276.8697552370936,2142.148777051948,EE,Landlust,17.0,9.36,104.0
633,13933082,"New build houseboat, near ""De Jordaan"" with garden",Bos en Lommer,52.37906,4.86187,Houseboat,4,2.0,419.0,23,4.74,POINT (119229.88739847246 488039.94333835074),239.4158600334596,473.7701176632983,487.6906098950712,310.35684861462704,1611.3660543582178,104.92071319572958,147.65387363801904,2184.7474940429,EE,Landlust,17.0,9.36,104.0
634,13952349,Nice family home with garden!,Bos en Lommer,52.3785,4.85893,Entire home,4,3.0,250.0,58,4.83,POINT (119029.25054039925 487979.09134429717),120.86010207660972,608.8475318256086,422.59795672176375,302.1130430114352,1415.4431190076396,138.25053840315672,277.4027624547819,2360.503412785177,EE,Landlust,17.0,9.36,104.0
635,15318115,Beautiful light apartment with sunny balcony.,Bos en Lommer,52.37634,4.86033,Entire rental unit,4,2.0,300.0,38,4.87,POINT (119122.82950162911 487738.0694388163),137.98897912841488,458.6347827207346,182.0458232489617,214.97891452433643,1548.80937410916,168.1229663361964,457.619312057465,2218.538128332672,EE,Landlust,17.0,9.36,104.0
636,18531581,Large and sunny appartment with roof terrace -west,Bos en Lommer,52.37745,4.86003,Entire rental unit,4,4.0,200.0,14,4.93,POINT (119103.29987776538 487861.7198285899),36.23383516412655,497.8737060836341,307.227362980604,292.4323820883099,1504.3129324444978,159.2083820692311,343.048596347455,2260.996751675645,EE,Landlust,17.0,9.36,104.0
637,19757448,Comfortable apartment next to city centre | 2BD,Bos en Lommer,52.37567,4.86431,Entire rental unit,4,2.0,160.0,8,4.63,POINT (119393.30382918619 487661.56034478755),190.2761769917413,197.38236703148505,262.0261492063298,29.23898115019465,1829.783259815154,158.6655819142861,555.1019532675003,1939.5034288488512,EE,Landlust,17.0,9.36,104.0
638,20357045,Very light canal view apt. close to city center,Bos en Lommer,52.3782,4.86125,Entire rental unit,2,2.0,225.0,30,5.0,POINT (119186.97752993551 487944.5634108831),144.19946128650398,452.66551713162585,387.6620898265018,304.40208053779975,1575.8548519398437,76.10546193129268,243.52179717391024,2199.2008813473008,EE,Landlust,17.0,9.36,104.0
639,20757123,Charming appartment,Bos en Lommer,52.37592,4.85855,Entire rental unit,3,2.0,85.0,5,5.0,POINT (119001.28215878102 487692.22174551315),153.0671481286227,580.6699795863211,201.8391931100332,327.5139137753244,1443.8924935737482,87.19034433598533,537.9714744699843,2331.9350368279797,EE,Landlust,17.0,9.36,104.0
640,1072171,"2 rooms apartment, near centrum in quiet area",Bos en Lommer,52.37729,4.86053,Entire rental unit,4,2.0,124.0,15,4.33,POINT (119137.21640032038 487843.67020658235),73.03917471938713,460.3220930150254,285.63049023908667,254.9240467305856,1540.819294550205,158.63474804112147,351.3234784919189,2224.030169845696,EE,Landlust,17.0,9.36,104.0
641,23424276,Stylish& luxurious ground floor appartment in West,Bos en Lommer,52.37756,4.85968,Entire rental unit,4,1.0,92.0,0,,POINT (119079.55683911197 487874.1321775684),15.803361915819105,524.1715935813227,323.9871964476709,318.6795956688517,1478.8506974518684,136.9596787930139,339.93554841681487,2286.8550294028696,EE,Landlust,17.0,9.36,104.0
642,24362175,Comfy 2 bedroom apartment with sunny terrace,Bos en Lommer,52.37703,4.86066,Entire rental unit,4,2.0,300.0,24,4.83,POINT (119145.85817559698 487814.6775221845),93.0526687418652,445.0695087186992,256.316885846358,229.8183383775593,1554.638920316009,152.62027000835553,378.0438918483487,2209.6704073360934,EE,Landlust,17.0,9.36,104.0
643,27713691,Modern Amsterdam city apartment with garden view,Bos en Lommer,52.37649,4.85998,Entire rental unit,4,2.0,150.0,22,4.82,POINT (119099.11819324341 487754.9322055002),113.97073487827684,483.1859844903783,203.5889914126872,242.76792386170823,1521.7550458265014,180.6888968837733,446.5674747961792,2244.706740622335,EE,Landlust,17.0,9.36,104.0
644,27795712,Amsterdam Local (entire apartment),Bos en Lommer,52.37598,4.85819,Entire rental unit,4,2.0,89.0,4,4.75,POINT (118976.816998633 487699.0764076984),164.76400007166183,604.8048313870429,224.97516171309405,352.34987995703483,1418.4919601063286,96.37864953158528,541.8981536620032,2357.10208522568,EE,Landlust,17.0,9.36,104.0
645,28948157,"Renovated, modern and bright apartment for two!",Bos en Lommer,52.37853,4.86042,Entire rental unit,2,1.0,150.0,14,4.86,POINT (119130.72918977722 487981.6906848444),133.4705744339002,519.9202826803574,423.8014990496009,314.5170773711487,1516.2660445633765,138.54264967179913,220.96938802395744,2263.2128192200757,EE,Landlust,17.0,9.36,104.0
646,30855167,Lovely 2-BR APT close to the city center,Bos en Lommer,52.37944,4.85925,Entire rental unit,4,2.0,130.0,7,4.86,POINT (119051.80137005137 488083.51972450985),185.84766275235955,641.013413349757,347.8136588492979,198.3844897153461,1431.9153555663322,165.83193692982204,191.6084874756335,2367.690693967126,EE,Landlust,17.0,9.36,104.0
647,33129141,Willem de Zwijger Luxury Ark,Bos en Lommer,52.37748,4.8634,Entire rental unit,2,1.0,200.0,81,5.0,POINT (119332.79341693048 487863.3937441729),265.6348440214609,285.7845814255617,354.2998687068461,188.4692269789442,1730.7538592143078,47.13601900121499,344.6512361010871,2037.814334234925,EE,Landlust,17.0,9.36,104.0
648,35696576,New:  'Characteristic Amsterdam apartment',Bos en Lommer,52.37727,4.86255,Entire rental unit,2,1.0,65.0,8,5.0,POINT (119274.7462483168 487840.44721695676),208.95543723623263,328.5111314752472,307.39075363107105,173.93343392638363,1676.9192963114133,24.181266460150862,351.62696284566294,2089.0363522797397,EE,Landlust,17.0,9.36,104.0
649,36560153,Ontspannen in een cosy appartement met tuin,Bos en Lommer,52.375,4.8592,Entire condo,2,1.0,175.0,6,5.0,POINT (119044.79754673011 487589.5372201534),54.2618060520478,552.516348728006,112.02416199122734,296.1372931968935,1517.882585136838,49.173841441631865,620.4377111457367,2277.0053066577334,EE,Landlust,17.0,9.36,104.0
650,41141392,"City Centre, Clean & Comfortable apartment",Bos en Lommer,52.37846,4.86099,Entire rental unit,4,2.0,217.0,13,5.0,POINT (119169.48402028382 487973.62029856164),149.71435907513043,482.4716595783271,415.5261570177692,335.8163946369734,1555.5825916561505,99.21943520898958,217.49554834964027,2223.712555163935,EE,Landlust,17.0,9.36,104.0
651,41290269,Cozy&Sunny Private Room in WEST- best part of town,Bos en Lommer,52.37614,4.86183,Private room in rental unit,2,1.0,110.0,7,5.0,POINT (119224.80844937988 487715.0753087003),104.44191324191702,356.44490950130626,172.54912789916344,111.0270860894536,1653.322551791458,137.81853797131578,471.72598831753385,2114.19307591582,EE,Landlust,17.0,9.36,104.0
652,44131238,Romantische B&B in rustige buurt,Bos en Lommer,52.37745,4.86177,Private room in bed and breakfast,2,1.0,115.0,0,,POINT (119221.7796269927 487860.8593524742),154.65836300517387,385.2748204344017,310.2665989379076,214.2608258544543,1621.377092335645,80.94190469297966,325.91190201045873,2145.220303747388,EE,Landlust,17.0,9.36,104.0
653,45949435,Family apartment in Amsterdam West,Bos en Lommer,52.37643,4.86166,Entire rental unit,4,3.0,210.0,5,5.0,POINT (119213.46649682277 487747.4254874968),135.58458283305896,368.59202511579394,198.59604718488177,135.81272485765533,1634.7711581625033,119.33369343056287,439.2349909703249,2130.758892483164,EE,Landlust,17.0,9.36,104.0
654,48202921,Rooftop Terrace! Bright Apartment! Amsterdam West,Bos en Lommer,52.37628,4.8604,Entire rental unit,3,1.0,225.0,8,4.63,POINT (119127.54751801402 487731.35901238275),130.85838649499806,453.7325982534732,174.69411360306137,208.5599427683265,1555.0223748528952,161.5757116860146,463.3030227122534,2212.801764479173,EE,Landlust,17.0,9.36,104.0
655,48875679,Light apartment near city center,Bos en Lommer,52.37635,4.86062,Entire rental unit,2,1.0,99.0,0,,POINT (119142.58470516358 487739.0385367565),137.0313580929923,438.92856882929954,180.8615244889531,196.4931374041769,1567.751149845118,170.6109962864914,453.170379416728,2199.2067882407864,EE,Landlust,17.0,9.36,104.0
656,49874875,Cozy&Sunny Apartment in WEST - best part of town,Bos en Lommer,52.37634,4.86033,Entire rental unit,5,2.0,400.0,13,5.0,POINT (119122.82950162911 487738.0694388163),137.98897912841488,458.6347827207346,182.0458232489617,214.97891452433643,1548.80937410916,168.1229663361964,457.619312057465,2218.538128332672,EE,Landlust,17.0,9.36,104.0
657,50806119,Spacious and Light apartment in West of Amsterdam!,Bos en Lommer,52.37906,4.85811,Entire condo,2,1.0,125.0,4,4.75,POINT (118973.8715070295 488041.80592670135),100.06076342581548,686.3420157301454,341.79831027271314,246.9349116085542,1355.5672823704228,78.6002949634411,279.82125474307173,2430.4678322866616,EE,Landlust,17.0,9.36,104.0
658,50815719,Charming Appartement West with huge balcony,Bos en Lommer,52.37603,4.85861,Entire rental unit,2,1.0,150.0,5,5.0,POINT (119005.45708057715 487704.43085857417),164.7162023641546,575.997709879827,207.14770447335843,324.22529707190245,1444.38158765415,99.611652150037,525.1060114693114,2329.47744261355,EE,Landlust,17.0,9.36,104.0
659,53020790,Prachtig appartement in Amsterdam West,Bos en Lommer,52.37503,4.8604,Entire condo,4,2.0,200.0,6,5.0,POINT (119126.53649214265 487592.2804106713),17.68371197966123,472.809204127377,42.60084548335686,218.09197661345337,1593.9486545724517,23.343873476398752,600.676535694872,2195.9022460821784,EE,Landlust,17.0,9.36,104.0
660,597720480597508793,Spacious apartment near city center,Bos en Lommer,52.37516,4.86186,Entire condo,3,2.0,250.0,5,4.6,POINT (119226.0608173666 487606.0228644502),18.66547017893172,373.60178619302417,87.67329497494562,123.35347022212234,1684.1248135322314,112.35398232711292,580.7781905481154,2098.3278040586933,EE,Landlust,17.0,9.36,104.0
661,622354510554545290,Appartement 80m2 with garden close to the Jordaan,Bos en Lommer,52.37502,4.86127,Entire condo,2,1.0,200.0,2,5.0,POINT (119185.77152520645 487590.7374742887),17.037359988312748,416.65091040957054,46.42335767369353,165.59766762196105,1650.529511031335,69.30787032922554,596.5576037162222,2136.8060475822376,EE,Landlust,17.0,9.36,104.0
662,649624299732905979,"Lovely new room, with own entrance",Bos en Lommer,52.37822,4.8593,Entire serviced apartment,2,1.0,145.0,5,4.6,POINT (119054.21696311657 487947.754130274),84.42160483169789,573.2642274571757,401.504387196031,333.97954257632307,1443.5593068080714,145.65695884200534,287.01519976142987,2328.5055627459355,EE,Landlust,17.0,9.36,104.0
663,668126678636859818,Bright and cozy 85m2 flat Amsterdam West,Bos en Lommer,52.3777595,4.860345,Entire condo,2,1.0,220.0,2,5.0,POINT (119124.99915636636 487895.9997170679),65.94143339652668,488.2208016308578,338.6670096618874,300.331840214552,1520.4305780027776,144.9288292620341,303.77197533230697,2247.456436868027,EE,Landlust,17.0,9.36,104.0
664,678865928499713616,Garden apartment 15 min walk to Jordaan!,Bos en Lommer,52.3777741,4.8586146,Entire condo,4,1.0,500.0,2,5.0,POINT (119007.18577179214 487898.48218996444),69.01640140757094,600.4988440348666,369.75479247447066,347.805498659,1403.547090903424,78.08212316183516,354.2910078493119,2362.795288753035,EE,Landlust,17.0,9.36,104.0
665,678957824077657309,Wonderful 2 floor apartment with roof terras,Bos en Lommer,52.37759,4.86183,Entire condo,2,1.0,275.0,0,,POINT (119225.97806474025 487876.40654249093),159.2762810012934,387.29052338283617,326.35946956144124,225.9472237742941,1623.1811650763088,73.89221026874272,310.51358339095054,2144.6888588172937,EE,Landlust,17.0,9.36,104.0
666,693871774553646551,"Luxurious, spacious and well-located apartment",Bos en Lommer,52.3759664,4.859331699999999,Entire condo,4,2.0,500.0,3,5.0,POINT (119054.54896159377 487696.99632293603),129.68752890962656,527.2321056543623,169.6330505197331,274.67680155122025,1493.58463912522,107.83473550374543,514.7493946121571,2279.8304149294704,EE,Landlust,17.0,9.36,104.0
667,720004353788657918,Cosy Family Home,Bos en Lommer,52.37727,4.86156,Entire condo,4,5.0,325.0,0,,POINT (119207.33507737254 487840.9357248352),142.1137259057288,392.2939003863882,287.7791430532692,205.38959078183512,1610.3621180532243,90.5602131251109,345.77584828946345,2154.9292519436094,EE,Landlust,17.0,9.36,104.0
668,760097686808274039,Very light canal view apartment close to centre,Bos en Lommer,52.37756804537301,4.860694173958662,Entire rental unit,2,2.0,250.0,0,,POINT (119148.62010843541 487874.5251147084),82.09531032773083,458.6470465248517,316.1033073894393,268.550338801198,1546.9832781065209,131.9523441177588,318.76252245548363,2219.5775084633115,EE,Landlust,17.0,9.36,104.0
669,761540014385693312,Huis met dakterras en 2 verdiepingen in Adam West,Bos en Lommer,52.37717,4.86107,Entire condo,2,1.0,248.0,0,,POINT (119173.88917403687 487830.05156017735),112.09872257586254,421.3685023521904,272.4540764545887,218.8691193466656,1579.3255051189046,123.60045282212332,358.7779836560235,2185.327982565436,EE,Landlust,17.0,9.36,104.0
670,772857415032320519,Apartment with roof terrace,Bos en Lommer,52.3757742089016,4.858418435785383,Entire rental unit,2,1.0,240.0,0,,POINT (118992.20504295206 487676.0659717616),138.70404009650466,590.7731528590791,198.755416304526,336.13848544973195,1440.0371579823604,71.22650189558469,556.4004613434939,2338.81614204638,EE,Landlust,17.0,9.36,104.0
671,7409137,Nice apartment with roof terrace,Bos en Lommer,52.37543,4.84768,Entire rental unit,4,3.0,150.0,40,4.78,POINT (118260.69315558794 487643.1581562061),44.47883361994468,1322.8470297182628,279.18925902727494,260.3404859697594,794.6123339190825,111.07239755698802,1096.7311095597458,3062.7273289149944,EF,Erasmuspark,9.0,25.46,90.0
672,14310652,Cozy design Apartment 10 minutes from Center,Bos en Lommer,52.375332,4.846978,Entire rental unit,2,1.0,125.0,8,4.86,POINT (118212.809288837 487632.61052825884),69.4748508904495,1371.2962435268598,293.0885451038651,308.680386661666,763.1481853239924,112.09538815504484,1143.6414570466832,3109.551006710996,EF,Erasmuspark,9.0,25.46,90.0
673,17461238,"Cosy, spacious (family) house with roofterrace!",Bos en Lommer,52.37517,4.84677,Entire rental unit,4,3.0,170.0,22,4.86,POINT (118198.51111013982 487614.6915675964),58.35335431413561,1386.8364162074663,313.17291774276885,328.7056252274608,763.6795942772497,131.0995007293208,1164.8635821391408,3122.3918222262955,EF,Erasmuspark,9.0,25.46,90.0
674,22154721,Modern apartment with (sunny) garden,Bos en Lommer,52.37341,4.84889,Entire rental unit,2,1.0,116.0,19,4.89,POINT (118341.4184141007 487417.7946320634),218.43456571076604,1276.5577984026388,481.68857859024297,261.6193423649988,929.6847274410536,20.44784082433718,1162.4541817614238,2970.778115645247,EF,Erasmuspark,9.0,25.46,90.0
675,28045191,Light filled canal-side apartment in Amsterdam,Bos en Lommer,52.37503,4.84821,Entire rental unit,4,2.0,295.0,11,5.0,POINT (118296.45240993676 487598.38448479335),35.42782603478484,1290.671820569068,326.31553396568177,248.22024475792904,850.0663995002777,167.13696281997838,1089.331917307544,3023.51373126333,EF,Erasmuspark,9.0,25.46,90.0
676,29653936,Elegant & Stylish Parkside Home,Bos en Lommer,52.37495,4.84774,Entire rental unit,2,1.0,200.0,6,5.0,POINT (118264.38128097777 487589.72160981904),58.671631027391655,1323.43711851051,332.6818876149488,279.8984441194437,830.219236730005,162.44274477500028,1121.0474715530038,3054.886686358754,EF,Erasmuspark,9.0,25.46,90.0
677,33658230,"Nice and bright, cosy apartment in West-Amsterdam",Bos en Lommer,52.37304,4.8474,Entire rental unit,4,2.0,120.0,6,5.0,POINT (118239.64581845529 487377.38217998715),263.5931683609147,1385.1106683592354,497.7016821531504,367.5204270719445,825.5413981538233,88.56631870242326,1266.055914637025,3072.280579643204,EF,Erasmuspark,9.0,25.46,90.0
678,44378350,Zen flat with two balconies facing the canal,Bos en Lommer,52.3753,4.84837,Entire rental unit,4,2.0,200.0,11,4.82,POINT (118307.57105376436 487628.34441039833),5.869442088472258,1277.0572558819497,298.27248989561315,225.2062020246032,841.3140963673267,148.28413421531224,1063.96806785924,3014.7643271530364,EF,Erasmuspark,9.0,25.46,90.0
679,46465127,Most beautiful Amsterdam apartment!,Bos en Lommer,52.37395,4.84794,Entire rental unit,4,2.0,320.0,3,5.0,POINT (118277.17244817913 487478.35748974816),156.9514691674359,1326.589814968558,444.4185859062859,286.8345607101571,873.1250800275225,82.50392115099872,1173.8794951328405,3036.412204598405,EF,Erasmuspark,9.0,25.46,90.0
680,53318425,House with garden in amazing Amsterdam-West,Bos en Lommer,52.37496,4.84744,Entire vacation home,3,1.0,165.0,7,4.71,POINT (118243.96089265958 487590.98635449354),73.27614967940397,1343.6327343286805,331.60117004266124,298.9717869364673,813.6638706009131,156.277148544072,1137.721360169336,3075.344717745474,EF,Erasmuspark,9.0,25.46,90.0
681,54239496,Renovated spacious apartment with home office,Bos en Lommer,52.37291,4.84956,Entire condo,2,1.0,225.0,7,5.0,POINT (118386.63131879881 487361.82455565414),279.26363248110624,1247.689696250806,412.7129988845043,271.640103545772,971.9504667894724,59.29520397716148,1167.777641165573,2925.3466595380573,EF,Erasmuspark,9.0,25.46,90.0
682,635218170897743404,"Well connected, 1 bedroom rental in Amsterdam",Bos en Lommer,52.37286,4.84702,Entire rental unit,2,1.0,150.0,3,5.0,POINT (118213.61909836394 487357.5477145044),284.96126934790414,1415.311691214862,498.23736384407954,400.1944238509768,798.8866119907897,114.96642889302564,1298.7504228816342,3098.3739879614327,EF,Erasmuspark,9.0,25.46,90.0
683,678229395354656768,Lovely Amsterdam appartment with roof top terrace,Bos en Lommer,52.37448,4.84738,Entire condo,2,1.0,260.0,4,5.0,POINT (118239.47732892452 487537.610664541),115.15988042729563,1354.326995694469,385.1201891963092,308.099620632607,845.6349598325783,152.7249721597289,1170.282022099322,3076.58831168029,EF,Erasmuspark,9.0,25.46,90.0
684,719583701462974785,Lovely condo with Rooftop terrace + Balcony!,Bos en Lommer,52.37311,4.84883,Entire condo,2,1.0,155.0,0,,POINT (118337.08456381503 487384.4461637898),250.74633310343373,1289.0967287171002,453.21580786068046,286.98116631703385,923.2005864657152,17.092399928233306,1187.968294485603,2974.8529631510974,EF,Erasmuspark,9.0,25.46,90.0
685,731812549902829574,Beautiful apartment in Amsterdam West,Bos en Lommer,52.37279125450176,4.8484442611066045,Entire condo,2,1.0,227.0,0,,POINT (118310.55270040478 487349.17688831623),283.8986042583826,1324.2166760576015,434.8249272454033,330.61873586156906,895.6874364262084,27.12706571437409,1231.3804583707083,3001.515808068344,EF,Erasmuspark,9.0,25.46,90.0
686,770352917032564131,"Modern cosy design apartment w/ garden, 80m2",Bos en Lommer,52.3732068,4.8473877,Entire rental unit,3,1.0,240.0,0,,POINT (118238.94644896503 487395.9470411672),245.81598982685452,1381.2875458262613,513.1720900549835,358.05640175278194,825.867329431569,84.85592102182599,1254.8132558881894,3073.0318649698406,EF,Erasmuspark,9.0,25.46,90.0
687,702894,"Cozy and light in Bos en Lommer, 96 m²",Bos en Lommer,52.37449,4.84762,Entire rental unit,4,4.0,240.0,85,4.87,POINT (118255.82872689713 487538.60157723783),105.97711290011536,1337.9935807451743,383.72568965713936,291.7846171855364,857.0167769278074,145.34545828978807,1156.155673636291,3060.311579985117,EF,Erasmuspark,9.0,25.46,90.0
688,522471,Beautiful 2-storey appartment+roof terrace (135 m),Bos en Lommer,52.3774,4.851,Entire rental unit,4,5.0,190.0,25,4.96,POINT (118488.38990470025 487860.66796555574),142.02480173025623,1101.5499543039998,239.3151510178263,116.73152742652668,904.2428725747716,173.65519284783656,794.8199776543431,2864.4911026608866,EF,Erasmuspark,9.0,25.46,90.0
689,1447217,Cozy & clean bedroom with bicycles to rent.,Bos en Lommer,52.37591,4.8479,Private room in condo,2,1.0,80.0,280,4.94,POINT (118276.07147124053 487696.452781699),69.32594921507226,1305.3646384967485,226.663030403294,229.5004569972424,777.2109103902061,77.33206408308129,1057.670094673615,3052.505165307169,EF,Erasmuspark,9.0,25.46,90.0
690,1468473,Light and bright appartement,Bos en Lommer,52.37563,4.85014,Entire rental unit,2,1.0,115.0,136,4.56,POINT (118428.37141279472 487664.16641758545),128.22049185604283,1154.2663572901586,309.77625348441256,107.99189396231854,924.6620680205992,227.480203577494,942.9123590075394,2897.720759353488,EF,Erasmuspark,9.0,25.46,90.0
691,2682113,Cute apartment with 2 balconies near city centre,Bos en Lommer,52.37935,4.85477,Entire rental unit,3,2.0,199.0,19,4.95,POINT (118746.69026370245 488075.737850344),83.80352523509117,906.3484329778736,289.2442654323152,159.12837031742765,1127.1225069355055,109.14545448192804,479.59475040365686,2658.432682576416,EF,Erasmuspark,9.0,25.46,90.0
692,4555659,Manon's Place,Bos en Lommer,52.37664,4.8521,Entire rental unit,4,3.0,145.0,59,4.8,POINT (118562.66653286981 487775.55455529684),254.77993673619844,1019.9220548562164,338.93894897561535,69.48774091575319,1001.2090825990332,266.64941747922137,769.6153420762876,2777.858029234392,EF,Erasmuspark,9.0,25.46,90.0
693,4861970,Modern apartment close to center,Bos en Lommer,52.37817,4.8474,Entire rental unit,4,2.0,100.0,58,4.41,POINT (118243.89749102294 487948.1602283221),49.932199360969086,1356.2660883431593,29.037713256293166,327.5399046005505,645.2295424940713,26.233857000787875,998.2923147170792,3120.542660897295,EF,Erasmuspark,9.0,25.46,90.0
694,6057672,ground floor app. 3p | SUNNY GARDEN,Bos en Lommer,52.3784,4.85215,Entire rental unit,3,2.0,125.0,24,4.96,POINT (118567.51702680491 487971.3520473015),163.48632913685356,1043.871524670394,314.2117283072504,48.73204136063907,957.9164480706676,80.71380517754407,680.7123847057148,2807.815280928816,EF,Erasmuspark,9.0,25.46,90.0
695,7757553,"Sunny, homely appartment close to the centre.",Bos en Lommer,52.37925,4.85398,Entire rental unit,2,1.0,189.0,6,5.0,POINT (118692.81819381652 488065.00706813554),58.05651907589029,952.2637812853188,318.92968790509667,107.70624433471602,1073.712738678886,107.58670596167012,534.4918230307246,2707.709096127905,EF,Erasmuspark,9.0,25.46,90.0
696,8770120,Lovely 2 bedrooms apartment,Bos en Lommer,52.37614,4.84966,Entire rental unit,4,2.0,140.0,34,4.82,POINT (118396.10693935811 487721.15278896305),127.49626786888768,1185.078278631037,244.4958811567474,106.95901107405948,869.4432729704284,182.01999113181552,940.4634489002524,2935.94006076508,EF,Erasmuspark,9.0,25.46,90.0
697,11252596,Nice sunny apartment in A'dam west,Bos en Lommer,52.3774,4.84858,Private room in serviced apartment,4,2.0,103.0,317,4.79,POINT (118323.60766868194 487861.8899915009),86.15261945652594,1265.3268885001048,89.82488289880729,212.24205404683053,747.0389015001914,130.6769187551604,947.0983166331096,3027.233080595613,EF,Erasmuspark,9.0,25.46,90.0
698,11264941,Great apartment with sunny garden,Bos en Lommer,52.37718,4.85593,Entire rental unit,4,1.0,115.0,29,4.86,POINT (118823.90327681531 487833.71766133426),199.03929851648545,765.4686663207417,428.6008503779042,167.87409426325465,1235.7812487409574,121.8720770243221,525.5320544715236,2529.425415548317,EF,Erasmuspark,9.0,25.46,90.0
699,11748044,Brazil apartment Amsterdam,Bos en Lommer,52.37603,4.85119,Entire rental unit,4,2.0,425.0,40,4.81,POINT (118500.1998829761 487708.1421735803),210.1003869746124,1081.0746115614909,323.95322446861223,36.4222892937002,968.853665105058,286.921976832608,858.7578262788429,2831.044695060696,EF,Erasmuspark,9.0,25.46,90.0
700,13294936,Spacious apartment with rooftop terrace!,Bos en Lommer,52.37325,4.85107,Entire rental unit,4,2.0,229.0,11,4.82,POINT (118489.7402692081 487398.8920779284),246.71726680991372,1138.2839942721416,424.67798077357935,192.0839941870859,1076.3906199258815,164.38809979522583,1069.6217944788166,2822.2740819849646,EF,Erasmuspark,9.0,25.46,90.0
701,13721713,Private studio in quiet up-and-coming neighborhood,Bos en Lommer,52.37633,4.85055,Private room in rental unit,2,1.0,89.0,236,4.94,POINT (118456.86694529178 487741.8435559659),187.66022723136905,1124.4919218631328,269.18190898132303,43.69030377580034,915.4812524097983,241.2708316265345,877.5106335836803,2878.149518008772,EF,Erasmuspark,9.0,25.46,90.0
702,14171624,Cosy luxury apartment Amsterdam West,Bos en Lommer,52.37851,4.84993,Entire rental unit,3,1.0,120.0,26,4.73,POINT (118416.44729430901 487984.709368263),15.759388338483244,1193.9836606554113,171.07379043821388,190.47925897874416,806.5891585271911,83.03437590323611,822.0272826335566,2958.35003254933,EF,Erasmuspark,9.0,25.46,90.0
703,14246224,Comfortable & cozy apartment,Bos en Lommer,52.37866,4.85368,Entire rental unit,2,1.0,150.0,7,5.0,POINT (118671.90818584483 487999.51230254455),121.0849739552495,950.6642232871584,387.1308814021544,65.6906801279449,1057.8632226931388,153.08363625361696,572.8083449001351,2712.188493269457,EF,Erasmuspark,9.0,25.46,90.0
704,16486501,Apartment with sunny roofterrace in Amsterdam West,Bos en Lommer,52.37756,4.8496,Entire rental unit,4,2.0,175.0,41,4.88,POINT (118393.19340181662 487879.1763055875),96.39318075060817,1198.3357066382246,142.7185759471811,172.13201017978108,807.7161627987597,179.23944825433833,875.8372248084829,2961.441540326529,EF,Erasmuspark,9.0,25.46,90.0
705,17011879,Large family home with authentic canal view,Bos en Lommer,52.37696,4.85515,Entire rental unit,4,4.0,279.0,38,4.89,POINT (118770.61164551531 487809.62949141284),240.3243065509219,815.2894725103015,457.02483619149166,126.5322224703182,1189.8560186257575,178.88287132870076,581.47129069925,2577.719016855355,EF,Erasmuspark,9.0,25.46,90.0
706,17374776,Light & trendy apartment in Amsterdam West,Bos en Lommer,52.37677,4.85017,Entire rental unit,2,1.0,110.0,52,4.9,POINT (118431.3542196074 487790.9908851769),185.97520762098992,1151.8948045385887,218.16150907664752,83.26370662072988,872.8996729344509,220.6580092836488,876.3358587788027,2910.024104906756,EF,Erasmuspark,9.0,25.46,90.0
707,18306363,Beautiful sunny apartment,Bos en Lommer,52.3758,4.85221,Entire condo,2,1.0,161.0,28,4.89,POINT (118569.46678623321 487682.0384756092),269.96166630363155,1012.509458279236,394.0520645258546,93.1105917641046,1042.701666308177,359.3543427249976,818.0101493952865,2759.267718372483,EF,Erasmuspark,9.0,25.46,90.0
708,18544524,Sunny appartment in quiet area close to centre,Bos en Lommer,52.37893,4.85438,Entire rental unit,1,1.0,49.0,1,5.0,POINT (118719.79201154376 488029.2026049774),101.34549474931865,914.5122653602712,341.8210833249698,115.39392173647455,1102.815905984063,148.53597379717877,518.0007359192973,2672.680470813148,EF,Erasmuspark,9.0,25.46,90.0
709,19445142,A lifetime experience at the heart of Amsterdam,Bos en Lommer,52.37688,4.85012,Entire rental unit,2,1.0,200.0,18,4.67,POINT (118428.04028721155 487803.25502815127),173.3638934609617,1155.9994155220704,208.27831882978964,93.22622180096408,865.3494067319438,220.3578761436643,873.8440023832308,2915.0678436552807,EF,Erasmuspark,9.0,25.46,90.0
710,1085099,Spacious&Light apt. + sunny balcony @ lively area!,Bos en Lommer,52.37839,4.84853,Entire rental unit,4,2.0,200.0,94,4.8,POINT (118321.02187050329 487972.06550783006),24.05344956788696,1284.722644735779,80.95218101095847,286.6699159866509,714.9425581046621,106.9768475458548,917.7026108960562,3049.318240926135,EF,Erasmuspark,9.0,25.46,90.0
